model,provider,deployment,profile_id,repetition,rationale_high,autonomy_infringement,procedural_legitimacy,collective_responsibility,access_barriers,coercive_backlash
Cohere Command R+,,,P24,2,"The person's willingness to get vaccinated in this scenario is moderate. While she has a regular doctor and a somewhat flexible work schedule, the registration process may be a barrier due to the need for income verification, proof of residency, and paper forms, which could be time-consuming and inconvenient for a busy parent. The waiting time and advance scheduling might also be challenging to manage with a young child.",0,0,0,0,0
Cohere Command R+,,,P24,3,"The person's willingness to get vaccinated in this scenario is moderate. While she has a regular doctor and a somewhat flexible work schedule, the registration process may be a barrier due to the need for income verification, proof of residency, and paper forms, which could be time-consuming and inconvenient, especially with a young child.",0,0,0,0,0
Cohere Command R+,,,P24,4,"The person's willingness to get vaccinated in this scenario is moderate. While she has a regular doctor and a somewhat flexible schedule, the registration process requiring in-person visits, paperwork, and income verification might be a significant barrier, especially with a young child to care for. Her medium trust in public health authorities could also impact her motivation to navigate these hurdles.",0,0,1,0,0
Cohere Command R+,,,P24,5,"The person's willingness to get vaccinated in this scenario is moderate. While she has a regular doctor and a somewhat flexible work schedule, the registration process may be a barrier due to the need for income verification, proof of residency, and paper forms, which could be time-consuming and inconvenient, especially with a young child.",0,0,0,0,0
Cohere Command R+,,,P25,1,"The person's willingness to get vaccinated in this scenario is relatively low due to the potential inconvenience and time commitment required. The in-person registration, along with the need for various documents and a long waiting time, might be off-putting, especially for a busy self-employed parent with a young child and no established healthcare provider.",0,0,0,0,0
Cohere Command R+,,,P25,2,"The person's willingness to get vaccinated in this scenario is relatively low due to the inconvenience of the registration process, which may be a significant barrier for a busy, self-employed parent. The requirement for in-person registration, income verification, and a long wait time could deter her, especially without a strong trust in public health authorities.",0,0,1,0,0
Cohere Command R+,,,P25,3,"The person's willingness to get vaccinated in this scenario is relatively low due to the inconvenience of the registration process, which may be a significant barrier for a busy, self-employed parent. The requirement for in-person registration, income verification, and a long wait time could deter her, especially without a strong trust in public health authorities.",0,0,1,0,0
Cohere Command R+,,,P25,4,"The person's willingness to get vaccinated in this scenario is relatively low due to the inconvenience of the registration process, which may be a significant barrier for a busy, self-employed parent. The requirement for in-person registration, along with the need for various documents and a long wait time, could deter her, especially without a strong trust in public health authorities.",0,0,1,0,0
Cohere Command R+,,,P25,5,"The person's willingness to get vaccinated in this scenario is relatively low due to the inconvenience of the registration process, which may be a significant barrier for a busy, self-employed parent. The requirement for income verification, proof of residency, and paper forms might be off-putting, especially given her lack of trust in public health authorities.",0,0,1,0,0
Cohere Command R+,,,P26,1,"The person's willingness to get vaccinated in this scenario is relatively low due to the inconvenience of the registration process, which requires a significant time commitment and travel, as well as the need to provide various documents. As a busy self-employed mother, these requirements might be a significant barrier, especially with a young child to care for.",0,0,0,0,0
Cohere Command R+,,,P26,2,"The person's willingness to get vaccinated in this scenario is relatively low due to the inconvenience of the registration process, which requires a significant time commitment and travel, as well as the need to provide various documents. The person's trust in public health authorities is only medium, which may further reduce their motivation to navigate this complex process.",0,0,1,0,0
Cohere Command R+,,,P26,3,"The person's willingness to get vaccinated in this scenario is relatively low due to the inconvenience of the registration process, which requires a significant time commitment and travel, as well as the need to provide various documents. The person's trust in public health authorities is only medium, which may further reduce their motivation to navigate this complex process.",0,0,1,0,0
Cohere Command R+,,,P26,4,"The person's willingness to get vaccinated in this scenario is relatively low due to the inconvenience of the registration process, which requires a significant time commitment, including a long wait and a return visit, as well as the need to bring various documents. This may be particularly challenging for a self-employed single parent with a young child and a distant regular healthcare provider.",0,0,0,1,0
Cohere Command R+,,,P26,5,"The person's willingness to get vaccinated in this scenario is moderate. While she has a regular doctor and some trust in public health authorities, the registration process may be a significant barrier due to the time commitment, paperwork, and the need to bring various documents, especially with a young child to care for and a self-employed schedule to manage.",0,0,1,0,0
Cohere Command R+,,,P27,1,"The person's willingness to get vaccinated in this scenario is relatively low due to the inconvenience of the registration process, which may be challenging for a busy self-employed parent. The requirement to bring documentation and complete paper forms might be off-putting, especially with a young child in tow, and the long wait time could further deter her.",0,0,0,0,0
Cohere Command R+,,,P27,2,"While the person's trust in public health authorities is moderate, the registration process may be a significant barrier. The requirement to bring multiple documents and complete paper forms, along with a long waiting time, could be inconvenient for a busy, self-employed parent. However, her financial stability and access to healthcare might still encourage her to consider the vaccine.",0,0,1,0,0
Cohere Command R+,,,P27,3,"The person's willingness to get vaccinated may be moderately low due to the inconvenience of the registration process, especially with a young child and self-employment. The requirement for in-person registration, income verification, and a long wait time could deter her, especially with only medium trust in public health authorities.",0,0,1,0,0
Cohere Command R+,,,P27,4,"The person's willingness to get vaccinated is moderate, as the registration process may be a barrier due to the time commitment and paperwork required, especially with a young child. However, her income, education, and access to healthcare suggest a general ability to navigate such processes.",0,0,0,0,0
Cohere Command R+,,,P27,5,"The person's willingness to get vaccinated in this scenario is moderate, as the process may be seen as inconvenient due to the in-person registration, paperwork, and waiting time, especially for a busy parent with a young child. However, her financial stability and access to healthcare might encourage her to prioritize her and her child's health.",0,0,0,0,0
Kimi K2.6,,,P01,1,"This scenario creates substantial structural barriers for this person: in-person registration during work hours conflicts with her inflexible full-time job, the 1-2 hour wait is difficult with a 3-year-old child and no childcare mentioned, and gathering income verification and residency documents is burdensome for someone without a regular healthcare provider. Her medium trust in public health authorities is insufficient to overcome these compounding logistical obstacles, especially given her limited income and time resources.",0,0,1,1,0
Kimi K2.6,,,P01,2,"This scenario creates substantial structural barriers for someone with limited income, inflexible work arrangements, and childcare responsibilities. The in-person registration requiring 1-2 hours of waiting, income verification, multiple paper forms, and advance scheduling—without a regular healthcare provider to guide her—imposes costs in time, lost wages, and childcare that are disproportionately burdensome for her circumstances. While her medium trust in public health authorities suggests she is not ideologically opposed, the practical obstacles are likely severe enough to significantly deter completion of the process.",0,0,1,1,0
Kimi K2.6,,,P01,3,"This scenario creates substantial structural barriers for this person: in-person registration during work hours conflicts with inflexible full-time employment, the 1-2 hour wait is difficult with a 3-year-old child and no childcare mentioned, and gathering income verification and residency documents is burdensome for someone without a regular healthcare provider. While medium trust in public health authorities provides some motivation, the cumulative practical obstacles—lost wages, childcare logistics, paperwork burden, and advance planning requirements—heavily outweigh this for a low-income working parent with limited time and resources.",0,0,1,1,0
Kimi K2.6,,,P01,4,"This scenario creates substantial structural barriers for this person: in-person registration during work hours conflicts with inflexible full-time employment, the 1-2 hour wait is difficult with a 3-year-old child and no childcare mentioned, and gathering income verification and residency documents is burdensome for someone without a regular healthcare provider. While medium trust in public health authorities provides some motivation, the cumulative practical obstacles—lost wages, childcare logistics, paperwork burden, and advance planning requirements—heavily outweigh it for someone with limited income and time resources.",0,0,1,1,0
Kimi K2.6,,,P01,5,"The in-person registration process creates substantial barriers for this person: she cannot easily take time off work, lacks childcare support for her 3-year-old during a 1-2 hour wait, has no regular healthcare provider to help navigate the system, and must gather documentation she may not readily have. Her medium trust in public health authorities is insufficient to overcome these structural obstacles, particularly given her limited income and time constraints. Research on vaccine access consistently shows that procedural complexity and opportunity costs disproportionately reduce uptake among low-income working parents.",0,0,1,1,0
Kimi K2.6,,,P02,1,"This scenario presents multiple structural barriers that disproportionately affect low-income working parents: the in-person registration requires time off work that she cannot easily take, the far clinic location creates transportation challenges for someone with limited income, and the 1-2 hour wait with a 3-year-old child adds childcare stress. While her medium trust in public health authorities provides some baseline openness, the cumulative burden of income verification, paper forms, advance scheduling, and lost wages creates substantial practical obstacles that research consistently shows reduce vaccination uptake among working-poor populations.",0,0,1,1,1
Kimi K2.6,,,P02,2,"This scenario creates substantial structural barriers for this woman: in-person registration during full-time work with no easy time off, income verification requirements (potentially stigmatizing for low-income individuals), lengthy travel to a distant clinic, 1-2 hour waits with a young child, and multi-step paper-based bureaucracy. Research on vaccine hesitancy consistently shows that practical access barriers—particularly those affecting working parents with limited income, transportation challenges, and inflexible jobs—dramatically reduce vaccination uptake even when trust and intent are moderate. Her medium trust in public health authorities is insufficient to overcome these compounding logistical obstacles.",0,0,1,1,0
Kimi K2.6,,,P02,3,"This scenario creates substantial structural barriers for a low-income working parent: in-person registration during work hours without easy time off, childcare needs for a 3-year-old, transportation to a distant clinic, and burdensome paperwork requirements. Research on vaccine equity consistently shows that such logistical complexity disproportionately reduces uptake among working-class populations, even when trust in health authorities is moderate rather than low.",0,0,0,1,0
Kimi K2.6,,,P02,4,"This scenario presents multiple structural barriers that disproportionately affect low-income working parents: in-person registration requiring time off work she cannot easily take, far travel to a distant clinic, childcare needs for her 3-year-old, burdensome paperwork, and income verification that may feel stigmatizing. While her medium trust in public health authorities provides some baseline motivation, the cumulative practical obstacles—financial costs of lost wages, transportation, and arranging childcare—likely overwhelm her willingness to navigate this system. Research on vaccine equity consistently shows that such procedural barriers significantly reduce uptake among economically disadvantaged populations regardless of underlying vaccine attitudes.",0,0,1,1,1
Kimi K2.6,,,P02,5,"This scenario creates substantial structural barriers for this woman: in-person registration during work hours conflicts with inflexible full-time employment, the far clinic location combined with 1-2 hour waits creates transportation and childcare challenges for a single mother, and income verification requirements add bureaucratic burden to a low-income household. While medium trust in public health authorities provides some baseline motivation, the cumulative practical obstacles—time off, childcare, travel, paperwork, and advance scheduling—likely overwhelm her limited resources and capacity.",0,0,1,1,0
Kimi K2.6,,,P03,1,"This scenario creates substantial structural barriers for this person: in-person registration with 1-2 hour waits conflicts with inflexible full-time work and childcare responsibilities for her 3-year-old, while the income verification requirement may feel stigmatizing given her low income. Although she has a regular doctor and medium trust in public health—factors that typically increase willingness—the burdensome registration process with no online option, advance scheduling, and paperwork requirements disproportionately disadvantage low-income working parents with limited time off.",0,0,1,1,0
Kimi K2.6,,,P03,2,"This scenario creates substantial practical barriers for this person: in-person registration with 1-2 hour waits conflicts with inflexible full-time work and childcare responsibilities for her 3-year-old, while the income verification requirement may feel stigmatizing given her low income. Although she has medium trust in public health and regular healthcare access, the multi-step paper-based process requiring advance planning and time off work creates disproportionate burden for someone with limited economic resources and no paid leave, likely leading to vaccination deferral or abandonment despite not being opposed to vaccines in principle.",0,0,1,1,0
Kimi K2.6,,,P03,3,"This scenario creates substantial structural barriers for this person: in-person registration with 1-2 hour waits conflicts with inflexible full-time work and childcare responsibilities for her 3-year-old, while the income verification requirement may feel stigmatizing given her low income. Despite having a regular doctor and medium trust in public health authorities, the bureaucratic complexity, advance scheduling, and time costs likely outweigh her baseline openness to vaccination.",0,0,1,1,0
Kimi K2.6,,,P03,4,"This scenario creates substantial structural barriers for this person: in-person registration during working hours conflicts with inflexible full-time work, the 1-2 hour wait is difficult with a 3-year-old child and no childcare mentioned, and the multiple bureaucratic steps (income verification, residency proof, paper forms) impose additional burdens on someone with limited income and time. While medium trust in public health and accessible regular healthcare provide some motivation, the scenario's design heavily disadvantages working parents with low incomes, making vaccination unlikely despite not being opposed in principle.",0,0,1,1,0
Kimi K2.6,,,P03,5,"This scenario creates substantial structural barriers for this person: the in-person registration with 1-2 hour waits conflicts with her inflexible full-time job, the paper forms and documentation requirements add complexity, and scheduling a week ahead creates childcare challenges for a single mother with a 3-year-old. While she has a regular doctor and medium trust in public health—positive factors—the scenario's design specifically undermines her ability to access vaccination due to socioeconomic constraints rather than vaccine hesitancy.",0,0,1,1,0
Kimi K2.6,,,P04,1,"This scenario creates substantial barriers for a low-income working mother: the in-person registration with 1-2 hour waits conflicts with part-time work and childcare responsibilities, while gathering income verification and residency proof adds administrative burden for someone without a regular healthcare provider. The one-week advance scheduling further reduces flexibility for someone with unpredictable work hours and a young child. Medium trust in public health authorities is insufficient to overcome these significant practical obstacles, which research consistently shows disproportionately deter vaccination among lower socioeconomic groups.",0,0,1,1,0
Kimi K2.6,,,P04,2,"This scenario presents multiple structural barriers that disproportionately affect this person: the in-person registration during flexible but part-time work hours creates scheduling conflicts, income verification and residency proof are burdensome for low-income households who may lack stable documentation, the 1-2 hour wait is difficult with a 3-year-old child and no childcare support, and the lack of a regular healthcare provider means no trusted intermediary to navigate the system. While medium trust in public health authorities provides some motivation, the cumulative practical barriers—time, documentation, childcare, and advance planning—substantially reduce willingness despite potential vaccine acceptance.",0,0,1,1,1
Kimi K2.6,,,P04,3,"This scenario creates substantial barriers for a low-income working mother: in-person registration requires time off from part-time work (despite flexible hours, lost wages matter), gathering income verification and residency documents is burdensome without a regular healthcare provider to guide her, and the 1-2 hour wait with a 3-year-old child adds childcare logistics. While medium trust in public health authorities provides some motivation, the multi-step bureaucratic process—paper forms, advance scheduling, and multiple trips—disproportionately burdens someone with limited resources and no established healthcare relationship, likely depressing willingness despite not being opposed to vaccination itself.",0,0,1,1,0
Kimi K2.6,,,P04,4,"The multiple barriers in this scenario—requiring in-person registration, income verification, lengthy paper forms, 1-2 hour waits, and advance scheduling—create significant practical obstacles for a low-income working mother with a young child and no regular healthcare relationship. Despite medium trust in public health authorities, the logistical demands (taking time off work, arranging childcare, gathering documents, making multiple trips) likely outweigh her moderate baseline willingness, particularly given her constrained resources and competing priorities.",0,0,1,1,0
Kimi K2.6,,,P04,5,"This scenario presents substantial barriers for a low-income working parent: the in-person registration requires time off from part-time work (despite flexible hours, lost wages matter), gathering income verification and residency documents is burdensome without a regular clinic relationship, and the 1-2 hour wait with a 3-year-old child is logistically difficult. While medium trust in public health authorities prevents complete refusal, the cumulative practical obstacles—paperwork, advance planning, childcare during waits, and transportation to a suburban public health center—significantly reduce willingness for someone with limited resources.",0,0,1,1,1
Kimi K2.6,,,P05,1,"This scenario creates substantial barriers for a low-income working mother: the in-person registration with 1-2 hour waits consumes limited time and potential lost wages, the distant clinic location adds transportation costs and childcare complications, and the paperwork requirements (income verification, residency proof) introduce administrative burden. While her medium trust in public health and having a regular doctor suggest some baseline vaccine acceptance, the structural barriers—compounded by part-time flexible but still constrained hours and a young child—likely overwhelm her willingness to complete this cumbersome process.",0,0,1,1,0
Kimi K2.6,,,P05,2,"This person faces substantial structural barriers that strongly reduce vaccination willingness despite moderate trust in authorities. The combination of low income, part-time work, childcare responsibilities, distant clinic, and burdensome in-person registration with income verification creates significant opportunity costs and logistical challenges. The 1-2 hour wait, advance scheduling requirement, and paper forms add friction that disproportionately affects someone with limited time, money for transportation, and no childcare support during registration.",0,0,0,1,0
Kimi K2.6,,,P05,3,"This person faces multiple structural barriers that substantially reduce vaccination willingness: her low income ($20,000/year) and part-time work status make income verification burdensome and time away from work costly, despite flexible hours; the far distance to her regular doctor and now-required travel to a public health center creates transportation challenges for a suburban resident without nearby transit options; the 1-2 hour wait with a 3-year-old child is particularly difficult for a parent without childcare support; and multiple paper forms plus advance scheduling add cognitive and planning burdens that disproportionately affect those with high school education. While medium trust in public health authorities provides some baseline motivation, the cumulative practical barriers—economic, geographic, temporal, and childcare-related—strongly outweigh this, resulting in low willingness despite not being fundamentally opposed to vaccination.",0,0,1,1,0
Kimi K2.6,,,P05,4,"This scenario presents multiple structural barriers that disproportionately affect this person: the far clinic location creates transportation challenges for someone with limited income, the in-person registration with 1-2 hour waits conflicts with part-time work and childcare responsibilities for a 3-year-old, and the multi-step paper-based process with advance scheduling adds complexity. While her medium trust in public health authorities provides some baseline motivation, the cumulative burden of logistical obstacles—compounded by her socioeconomic constraints—substantially undermines willingness despite not being vaccine-hesitant per se.",0,0,1,1,1
Kimi K2.6,,,P05,5,"This scenario presents multiple structural barriers that disproportionately affect lower-income individuals: the far distance to the clinic creates transportation challenges for someone earning $20,000/year, the in-person registration with 1-2 hour waits conflicts with part-time work and childcare responsibilities for a 3-year-old, and the multi-step paper-based process with advance scheduling adds complexity. While medium trust in public health authorities provides some baseline motivation, the cumulative practical burdens—especially without childcare support mentioned and with income verification requirements that may feel stigmatizing—substantially reduce willingness for this already time- and resource-constrained individual.",0,0,1,1,1
Kimi K2.6,,,P06,1,"The multi-barrier registration process creates significant obstacles for this low-income working mother: in-person registration with 1-2 hour waits conflicts with part-time work and childcare responsibilities, while income verification requirements may feel stigmatizing. Despite having a regular doctor and medium trust in public health, the bureaucratic complexity, advance planning requirement, and time costs disproportionately burden someone with limited income and a young child. Research consistently shows that administrative barriers and opportunity costs reduce vaccination uptake among lower socioeconomic groups, even when trust is moderate.",0,0,1,1,0
Kimi K2.6,,,P06,2,"This person faces significant structural barriers: her low income, part-time work, and childcare responsibilities make a 1-2 hour in-person visit with extensive paperwork particularly burdensome, despite having some schedule flexibility. While her medium trust in public health and regular doctor access provide some motivation, the multi-step process requiring income verification and advance planning creates friction that disproportionately affects lower-income parents. Research on vaccine equity consistently shows that such administrative requirements reduce uptake among economically disadvantaged populations, even when individuals are not strongly opposed to vaccination itself.",0,0,1,1,0
Kimi K2.6,,,P06,3,"This scenario presents substantial structural barriers that disproportionately affect lower-income individuals: the in-person registration with 1-2 hour wait creates childcare and work-hour conflicts for a part-time worker with a young child, while income verification requirements may feel stigmatizing or burdensome. Despite having a regular doctor and medium trust in public health authorities—factors that typically increase willingness—the cumbersome paper-based process with advance scheduling demands significant time and logistical resources she likely lacks. Research on vaccine equity consistently shows that such procedural complexity reduces uptake among working parents with limited income and flexible but constrained employment hours.",0,0,1,1,1
Kimi K2.6,,,P06,4,"The multi-layered barriers—requiring in-person registration, income/ residency documentation, lengthy paper forms, 1-2 hour waits, and advance scheduling—disproportionately burden this low-income working mother with a young child and part-time flexible but still constrained hours. Despite having a regular doctor and medium trust in public health, the procedural complexity creates substantial practical obstacles that research consistently shows reduce vaccination uptake among economically disadvantaged populations with competing time demands.",0,0,1,1,0
Kimi K2.6,,,P06,5,"This person faces substantial practical barriers that likely reduce willingness despite having some enabling factors. The in-person registration requiring income verification and proof of residency, combined with 1-2 hour waits and paper forms, creates significant logistical burdens for a part-time worker with a young child and limited income. While she has a regular doctor and medium trust in public health, the scenario's bureaucratic complexity and time costs are particularly burdensome for someone with her socioeconomic constraints and childcare responsibilities.",0,0,1,1,0
Kimi K2.6,,,P07,1,"This scenario presents multiple structural barriers that disproportionately burden a low-income, self-employed parent: the in-person requirement demands unpaid time away from work and childcare, income verification and residency paperwork may be burdensome for someone without stable documentation, and the multi-step process with advance scheduling creates friction that medium trust in public health authorities cannot overcome. The 1-2 hour wait and one-week advance scheduling add logistical complexity for a self-employed mother of a young child who lacks a regular healthcare relationship to guide her through the system.",0,0,1,1,1
Kimi K2.6,,,P07,2,"This scenario creates substantial practical barriers for someone with limited income and time flexibility: the in-person registration with paperwork, income verification requirements, and 1-2 hour waits are particularly burdensome for a self-employed person with a young child and no childcare support mentioned. While medium trust in public health authorities prevents complete refusal, the structural barriers—no regular healthcare relationship, low income making documentation challenging, and advance scheduling conflicting with unpredictable self-employment—significantly reduce willingness despite having schedule control.",0,0,1,1,0
Kimi K2.6,,,P07,3,"This scenario presents multiple barriers that disproportionately affect this person: her low income, lack of regular healthcare provider, and self-employment mean income verification may be burdensome and time away from work is costly despite schedule flexibility. The 1-2 hour in-person wait with a young child, combined with paper forms and advance scheduling, creates significant logistical friction for someone without established healthcare navigation experience, though her medium trust in public health prevents complete refusal.",0,0,1,1,1
Kimi K2.6,,,P07,4,"This person's medium trust in public health authorities provides some baseline motivation, but multiple structural barriers substantially reduce willingness. Her low income ($20,000/year), lack of regular healthcare provider, and self-employment create competing demands on time and resources, while the in-person registration with income verification, paper forms, 1-2 hour wait, and advance scheduling requirement impose significant logistical burdens that research consistently shows disproportionately deter lower-income and time-constrained individuals from completing health service registration.",0,0,1,1,0
Kimi K2.6,,,P07,5,"The registration scenario presents multiple structural barriers that disproportionately burden this person: in-person registration conflicts with self-employed income needs (lost billable hours), income verification is burdensome for self-employment, lack of regular healthcare provider means no navigation assistance, and childcare for a 3-year-old during 1-2 hour waits adds logistical complexity. While medium trust in public health authorities provides some baseline motivation, the cumulative practical barriers—time costs, documentation hassles, advance planning requirements, and no childcare support—substantially reduce willingness for someone with limited financial flexibility.",0,0,1,1,1
Kimi K2.6,,,P08,1,"This scenario creates substantial structural barriers for someone with limited income ($20,000/year), limited time due to self-employment (lost income during 1-2 hour waits), and childcare needs for a 3-year-old. The distant clinic, paper-based bureaucracy, and advance scheduling requirements compound these challenges, likely overwhelming her medium trust in public health authorities and reducing willingness significantly.",0,0,1,1,0
Kimi K2.6,,,P08,2,"The in-person registration with 1-2 hour waits, extensive paperwork, and advance scheduling creates significant barriers for a self-employed person with a young child and limited income. The far distance to her regular doctor and need for income verification add logistical and psychological burdens that compound her medium trust in public health authorities. While she controls her schedule, the multi-step process likely exceeds the threshold of effort she's willing to expend given competing demands on her time and resources.",0,0,1,1,0
Kimi K2.6,,,P08,3,"This scenario creates substantial barriers for someone with limited income ($20,000/year), self-employment (where time is literally money), and a young child (childcare challenges during 1-2 hour waits). The far clinic location, paper bureaucracy, income verification requirements, and advance scheduling compound into significant logistical and opportunity costs that likely outweigh her medium trust in public health authorities.",0,0,1,1,0
Kimi K2.6,,,P08,4,"Multiple structural barriers significantly reduce willingness: the in-person registration requirement conflicts with her self-employed income loss during a 1-2 hour wait; bringing income verification and residency proof creates documentation burden for a low-income household; the distant clinic location adds transportation costs and childcare challenges for a single parent; and paper forms plus advance scheduling add complexity. While medium trust in public health provides some motivation, the scenario's cumulative logistical demands disproportionately burden someone with limited income, no employer flexibility protections, and caregiving responsibilities.",0,0,1,1,0
Kimi K2.6,,,P08,5,"This scenario creates substantial barriers for a low-income self-employed mother: the far clinic, in-person registration with documentation requirements, lengthy paper forms, 1-2 hour waits, and advance scheduling all compound into significant logistical and opportunity costs. While medium trust in public health provides some motivation, the structural burdens—particularly for someone with limited income, a young child, and no paid leave—likely overwhelm willingness to vaccinate.",0,0,1,1,0
Kimi K2.6,,,P09,1,"This scenario presents significant barriers for a low-income self-employed parent: the 1-2 hour wait represents lost income she cannot afford, bringing income verification may feel stigmatizing, and the multi-step paper-based process with advance scheduling creates logistical challenges with a young child. While her medium trust in public health and easy access to a regular doctor suggest some health engagement, the structural burdens of this particular registration system likely outweigh her baseline willingness for many people in similar socioeconomic circumstances.",0,0,1,1,1
Kimi K2.6,,,P09,2,"While she has a regular doctor and medium trust in public health authorities, the burdensome in-person registration process creates significant barriers for a self-employed person with a young child—lost work hours directly reduce her limited $20,000 income, and arranging childcare adds logistical complexity. The multi-step paper-based system with income verification requirements may feel stigmatizing and administratively overwhelming for someone with high school education, while the 1-2 hour wait and advance scheduling further reduce flexibility that she otherwise values in her self-employed schedule.",0,0,1,1,0
Kimi K2.6,,,P09,3,"Despite having a regular doctor and medium trust in public health authorities, this person's willingness is substantially reduced by structural barriers: her low income ($20,000/year) means lost income from 1-2 hours of waiting is costly, especially as a self-employed worker with no paid leave. The requirement for income verification and residency proof creates documentation burden that disproportionately affects lower-income individuals, and advance scheduling conflicts with the unpredictable demands of caring for a 3-year-old child while managing self-employment. The in-person registration with paper forms adds friction that research consistently shows reduces vaccination uptake among working parents with limited resources.",0,0,1,1,0
Kimi K2.6,,,P09,4,"While she has a regular doctor and medium trust in public health authorities, multiple barriers substantially reduce her willingness. Her low income ($20,000/year) and self-employment mean lost income during 1-2 hour waits is costly, and she lacks paid sick leave. The burden of gathering income/residency documentation, completing paper forms, and making two separate trips (registration plus later appointment) creates significant logistical challenges for a working parent with a young child, despite her schedule flexibility.",0,0,1,1,0
Kimi K2.6,,,P09,5,"This scenario presents multiple barriers that disproportionately affect lower-income individuals: the in-person registration requirement creates a time burden for a self-employed person with no paid leave, income verification may feel stigmatizing, and the 1-2 hour wait plus advance scheduling adds logistical complexity for a parent of a young child. While she has a regular doctor and medium trust in public health authorities—which would normally support vaccination—the burdensome registration process significantly undermines willingness by creating practical and psychological friction for someone with limited time and financial flexibility.",0,0,1,1,1
Kimi K2.6,,,P10,1,"This scenario creates substantial structural barriers for this person: in-person registration during work hours conflicts with inflexible full-time employment, the 1-2 hour wait is difficult with a 3-year-old child and no childcare mentioned, and gathering income verification and residency documents is burdensome for someone without a regular healthcare provider. While medium trust in public health authorities provides some baseline motivation, the cumulative practical obstacles—time off work, childcare logistics, paperwork burden, and advance planning requirements—significantly outweigh this, particularly given her socioeconomic constraints and lack of healthcare system navigation experience.",0,0,1,1,0
Kimi K2.6,,,P10,2,"This scenario creates substantial structural barriers that disproportionately affect this profile: the in-person requirement during inflexible work hours, 1-2 hour wait with a young child, lack of regular healthcare provider to guide her, and documentation requirements all compound. While medium trust in public health provides some motivation, the logistical burden—missing work (potential lost wages), arranging childcare, navigating bureaucratic paperwork without a usual source of care—likely outweighs it significantly.",0,0,1,1,0
Kimi K2.6,,,P10,3,"This scenario creates substantial structural barriers for this person: in-person registration during work hours conflicts with inflexible full-time employment, the 1-2 hour wait is difficult with a 3-year-old child and no childcare mentioned, and gathering income verification and residency documents is burdensome for someone without a regular healthcare provider. While medium trust in public health authorities provides some baseline motivation, the cumulative practical obstacles—time off work, childcare logistics, paperwork burden, and advance planning requirements—significantly outweigh this, particularly given her limited socioeconomic resources.",0,0,1,1,0
Kimi K2.6,,,P10,4,"This scenario creates substantial structural barriers for this person: in-person registration during work hours conflicts with inflexible full-time employment, the 1-2 hour wait is burdensome for a parent of a young child without childcare support, and gathering income verification and residency documents is difficult without a regular healthcare provider to guide her. While medium trust in public health authorities provides some baseline motivation, the cumulative practical obstacles—time off work, childcare logistics, paperwork complexity, and advance planning requirements—significantly outweigh this, particularly given her socioeconomic constraints and lack of a usual source of care to help navigate the process.",0,0,1,1,0
Kimi K2.6,,,P10,5,"This scenario creates substantial structural barriers for this person: in-person registration during work hours conflicts with inflexible full-time employment, the 1-2 hour wait is burdensome for a parent of a young child without childcare support, and gathering income verification and residency documents is difficult without a regular healthcare provider to guide her. While medium trust in public health authorities provides some baseline motivation, the cumulative practical obstacles—time off work, childcare logistics, paperwork complexity, and advance planning requirements—significantly outweigh this, particularly given her socioeconomic constraints and lack of a usual source of care to help navigate the system.",0,0,1,1,0
Kimi K2.6,,,P11,1,"This scenario creates substantial practical barriers for this person: in-person registration with 1-2 hour waits conflicts with inflexible full-time work and childcare responsibilities for her 3-year-old, while the distant clinic location and paperwork requirements add further burden. Her medium trust in public health authorities is insufficient to overcome these structural obstacles, particularly given her lower income and education level, which research shows correlates with higher sensitivity to time and logistical costs. The combination of no paid time off, childcare needs, and multi-step bureaucratic process strongly disincentivizes completion despite not being ideologically opposed to vaccination.",0,0,1,1,0
Kimi K2.6,,,P11,2,"This scenario creates substantial structural barriers that disproportionately affect working parents with limited flexibility: the in-person registration during work hours, 1-2 hour wait time, advance scheduling requirements, and documentation demands all compound her time constraints, childcare needs, and distance from services. Research on vaccine hesitancy consistently shows that practical access barriers—rather than attitudes alone—strongly predict non-vaccination, particularly for lower-income workers without paid leave. While her medium trust in public health authorities provides some baseline motivation, the scenario's procedural complexity likely overwhelms this, especially given her competing responsibilities as a full-time worker and parent of a young child.",0,0,1,1,0
Kimi K2.6,,,P11,3,"This scenario creates substantial structural barriers that disproportionately affect working parents with limited flexibility: in-person registration during work hours without easy time off, childcare needs for a 3-year-old during 1-2 hour waits, distant travel to a far clinic, and burdensome paperwork requirements. Her medium trust in public health authorities provides some motivation, but the cumulative practical obstacles—lost wages, childcare costs, transportation challenges, and complex multi-step process—likely overwhelm her willingness to vaccinate. Research on vaccine equity consistently shows that such procedural barriers significantly reduce uptake among lower-income working adults, particularly those with caregiving responsibilities.",0,0,1,1,0
Kimi K2.6,,,P11,4,"This scenario creates substantial structural barriers that disproportionately affect working parents with limited flexibility: the in-person registration during work hours, difficult-to-arrange time off, income verification burden, far travel, extended wait times with a young child, and multi-step bureaucratic process all compound against a moderate-trust individual with limited socioeconomic resources.",0,0,0,1,0
Kimi K2.6,,,P11,5,"This scenario creates multiple structural barriers that disproportionately affect working parents with limited resources: the in-person registration requirement conflicts with inflexible full-time work and childcare responsibilities for a 3-year-old, the 1-2 hour wait and far-travel clinic add time burdens she cannot easily absorb, and the paperwork demands (income verification, residency proof, multiple forms) create administrative friction that research shows reduces vaccination uptake among lower-income populations with medium institutional trust.",0,0,0,1,0
