model,provider,access_route,requested_model_id,returned_model_id,route_provider,profile_id,burden_level,repetition,profile_text,scenario_text,raw_response,json_valid,willingness,score_valid,rationale,non_refusal,timestamp,temperature,top_p,metadata_json
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P19,low,2,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The convenience of the nearby pharmacy location, extended hours, and quick appointment process would likely appeal to this individual, especially given her busy work schedule and parenting responsibilities. However, her medium trust in public health authorities might slightly reduce her willingness, hence a score of 75.""
}",True,75,True,"The convenience of the nearby pharmacy location, extended hours, and quick appointment process would likely appeal to this individual, especially given her busy work schedule and parenting responsibilities. However, her medium trust in public health authorities might slightly reduce her willingness, hence a score of 75.",True,2026-06-04T21:25:18.816763+00:00,0,default,"{""id"": ""gen-1780608317-uA5aZBP5BCZO300aTuWx"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P19,low,3,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The convenience of the nearby pharmacy location, extended hours, and quick appointment process would likely appeal to this individual, especially given her time constraints due to work and childcare responsibilities. However, her medium trust in public health authorities might slightly reduce her willingness, hence a score of 75.""
}",True,75,True,"The convenience of the nearby pharmacy location, extended hours, and quick appointment process would likely appeal to this individual, especially given her time constraints due to work and childcare responsibilities. However, her medium trust in public health authorities might slightly reduce her willingness, hence a score of 75.",True,2026-06-04T21:25:21.204279+00:00,0,default,"{""id"": ""gen-1780608319-bpReP4lKT1oNr4P52Q2S"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P19,low,4,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The convenience of the nearby pharmacy location, extended hours, and quick appointment process would likely appeal to this individual, especially given her time constraints due to work and childcare responsibilities. However, her medium trust in public health authorities might slightly reduce her willingness, hence a score of 75.""
}",True,75,True,"The convenience of the nearby pharmacy location, extended hours, and quick appointment process would likely appeal to this individual, especially given her time constraints due to work and childcare responsibilities. However, her medium trust in public health authorities might slightly reduce her willingness, hence a score of 75.",True,2026-06-04T21:25:23.927307+00:00,0,default,"{""id"": ""gen-1780608321-y4hLoTENqTO6PBcVG6BE"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P19,low,5,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The convenience of an online appointment system, the proximity of the pharmacy, and the short time commitment make vaccination highly accessible for this individual. While her trust in public health authorities is moderate, the low barrier to entry and the ability to fit the appointment around her work schedule and childcare responsibilities would likely encourage her to get vaccinated.""
}",True,75,True,"The convenience of an online appointment system, the proximity of the pharmacy, and the short time commitment make vaccination highly accessible for this individual. While her trust in public health authorities is moderate, the low barrier to entry and the ability to fit the appointment around her work schedule and childcare responsibilities would likely encourage her to get vaccinated.",True,2026-06-04T21:25:26.007411+00:00,0,default,"{""id"": ""gen-1780608324-b8Mw8b3R6HvZ4xTpnY6e"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P19,high,1,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 45,
  ""rationale"": ""The person's willingness to get vaccinated is relatively low due to the significant barriers presented in the registration process. The requirement to take time off work, provide various documents, and wait for an extended period with a young child may be highly inconvenient, especially without a strong trust in the public health system.""
}",True,45,True,"The person's willingness to get vaccinated is relatively low due to the significant barriers presented in the registration process. The requirement to take time off work, provide various documents, and wait for an extended period with a young child may be highly inconvenient, especially without a strong trust in the public health system.",True,2026-06-04T21:25:28.203059+00:00,0,default,"{""id"": ""gen-1780608326-CJqVdlPKatb1TF0mHF9X"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P19,high,2,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 45,
  ""rationale"": ""The person's willingness to get vaccinated is relatively low due to the significant barriers presented in the registration process. The requirement to take time off work, provide various documents, and wait for an extended period with a young child may be highly inconvenient, especially without a strong trust in the public health system.""
}",True,45,True,"The person's willingness to get vaccinated is relatively low due to the significant barriers presented in the registration process. The requirement to take time off work, provide various documents, and wait for an extended period with a young child may be highly inconvenient, especially without a strong trust in the public health system.",True,2026-06-04T21:25:30.596881+00:00,0,default,"{""id"": ""gen-1780608328-Ny64EvZSRwwF6DisZasa"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P19,high,3,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 45,
  ""rationale"": ""The person's willingness to get vaccinated is relatively low due to the significant barriers presented in the registration process. The requirement to take time off work, provide various documents, and wait for an extended period with a young child may be highly inconvenient, especially without a strong trust in the public health system.""
}",True,45,True,"The person's willingness to get vaccinated is relatively low due to the significant barriers presented in the registration process. The requirement to take time off work, provide various documents, and wait for an extended period with a young child may be highly inconvenient, especially without a strong trust in the public health system.",True,2026-06-04T21:25:32.759563+00:00,0,default,"{""id"": ""gen-1780608330-EMlUqdEXtCussK7BKudo"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P19,high,4,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 35,
  ""rationale"": ""The person's willingness to get vaccinated in this scenario is relatively low due to the potential challenges of taking time off work, arranging childcare, and the inconvenience of the registration process, especially with a young child and a busy work schedule.""
}",True,35,True,"The person's willingness to get vaccinated in this scenario is relatively low due to the potential challenges of taking time off work, arranging childcare, and the inconvenience of the registration process, especially with a young child and a busy work schedule.",True,2026-06-04T21:25:34.569649+00:00,0,default,"{""id"": ""gen-1780608333-619kzKcRjiEeBx1DTVSa"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P19,high,5,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 45,
  ""rationale"": ""The person's willingness to get vaccinated in this scenario is relatively low due to the potential challenges of taking time off work, arranging childcare, and the inconvenience of the registration process, especially with a young child and without a flexible work schedule.""
}",True,45,True,"The person's willingness to get vaccinated in this scenario is relatively low due to the potential challenges of taking time off work, arranging childcare, and the inconvenience of the registration process, especially with a young child and without a flexible work schedule.",True,2026-06-04T21:25:36.362738+00:00,0,default,"{""id"": ""gen-1780608334-rd3XQk6mEHXAj3ueMQRD"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,low,1,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The convenience of an online appointment system, the proximity of the pharmacy, and the short time commitment would likely be appealing to this busy working mother. The lack of extensive documentation and the flexible hours accommodate her time constraints, potentially increasing her willingness to get vaccinated.""
}",True,75,True,"The convenience of an online appointment system, the proximity of the pharmacy, and the short time commitment would likely be appealing to this busy working mother. The lack of extensive documentation and the flexible hours accommodate her time constraints, potentially increasing her willingness to get vaccinated.",True,2026-06-04T21:25:38.306331+00:00,0,default,"{""id"": ""gen-1780608336-BCcUSrYuibL1glPQZJWC"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,low,2,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The convenience of an online appointment system, a nearby location with flexible hours, and a quick process would likely appeal to this woman's busy schedule. The low barrier of entry, requiring only standard ID, further simplifies the process, making vaccination more accessible.""
}",True,75,True,"The convenience of an online appointment system, a nearby location with flexible hours, and a quick process would likely appeal to this woman's busy schedule. The low barrier of entry, requiring only standard ID, further simplifies the process, making vaccination more accessible.",True,2026-06-04T21:25:40.236913+00:00,0,default,"{""id"": ""gen-1780608338-NnEpUegh4mI0U7lNuBit"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,low,3,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The convenience of an online appointment system, a nearby location with flexible hours, and a quick process would likely appeal to this woman's busy schedule. Her medium trust in public health authorities might be a minor concern, but the ease of access and minimal time commitment could outweigh this, making her more willing to get vaccinated.""
}",True,75,True,"The convenience of an online appointment system, a nearby location with flexible hours, and a quick process would likely appeal to this woman's busy schedule. Her medium trust in public health authorities might be a minor concern, but the ease of access and minimal time commitment could outweigh this, making her more willing to get vaccinated.",True,2026-06-04T21:25:42.467093+00:00,0,default,"{""id"": ""gen-1780608340-vjxQuyM8d2eKFkB9bwDV"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,low,4,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The convenience of an online appointment system, a nearby location with flexible hours, and a quick process would likely appeal to this woman's busy schedule. Her medium trust in public health authorities might be a minor concern, but the ease of access and minimal time commitment could outweigh this, making her more willing to get vaccinated.""
}",True,75,True,"The convenience of an online appointment system, a nearby location with flexible hours, and a quick process would likely appeal to this woman's busy schedule. Her medium trust in public health authorities might be a minor concern, but the ease of access and minimal time commitment could outweigh this, making her more willing to get vaccinated.",True,2026-06-04T21:25:44.721025+00:00,0,default,"{""id"": ""gen-1780608342-NyvzIYXKtrWxw7A6x7kM"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,low,5,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The convenience of an online appointment system, a nearby location with flexible hours, and a quick process would likely appeal to this woman's busy schedule. Her medium trust in public health authorities might be a minor concern, but the ease of access and minimal time commitment could outweigh this, making her more willing to get vaccinated.""
}",True,75,True,"The convenience of an online appointment system, a nearby location with flexible hours, and a quick process would likely appeal to this woman's busy schedule. Her medium trust in public health authorities might be a minor concern, but the ease of access and minimal time commitment could outweigh this, making her more willing to get vaccinated.",True,2026-06-04T21:25:46.984503+00:00,0,default,"{""id"": ""gen-1780608345-uWJDTyhTu0rOyXuA85Ix"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,high,1,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 45,
  ""rationale"": ""The person's willingness to get vaccinated is relatively low due to the significant time commitment and logistical challenges. The in-person registration, requiring various documents and a long wait, may be a barrier for a busy working mother with limited time and childcare responsibilities.""
}",True,45,True,"The person's willingness to get vaccinated is relatively low due to the significant time commitment and logistical challenges. The in-person registration, requiring various documents and a long wait, may be a barrier for a busy working mother with limited time and childcare responsibilities.",True,2026-06-04T21:25:48.908917+00:00,0,default,"{""id"": ""gen-1780608347-hklITPdYa3cu8RhLpZrj"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,high,2,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 45,
  ""rationale"": ""The person's willingness to get vaccinated in this scenario is relatively low due to the various barriers and inconveniences. The need for in-person registration, income verification, and a long waiting time may deter this busy working mother, especially considering her potential challenges in taking time off work and the distance to the clinic.""
}",True,45,True,"The person's willingness to get vaccinated in this scenario is relatively low due to the various barriers and inconveniences. The need for in-person registration, income verification, and a long waiting time may deter this busy working mother, especially considering her potential challenges in taking time off work and the distance to the clinic.",True,2026-06-04T21:25:51.170846+00:00,0,default,"{""id"": ""gen-1780608349-lP2VpqmTPNMlZ5tRvRmW"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,high,3,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 45,
  ""rationale"": ""The person's willingness to get vaccinated in this scenario is relatively low due to the various barriers presented. The requirement of in-person registration, providing multiple documents, and the long waiting time may be significant deterrents, especially considering her time constraints with work and childcare responsibilities.""
}",True,45,True,"The person's willingness to get vaccinated in this scenario is relatively low due to the various barriers presented. The requirement of in-person registration, providing multiple documents, and the long waiting time may be significant deterrents, especially considering her time constraints with work and childcare responsibilities.",True,2026-06-04T21:25:53.172897+00:00,0,default,"{""id"": ""gen-1780608351-bhbkuf40KMk4mJxGD34L"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,high,4,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 45,
  ""rationale"": ""The person's willingness to get vaccinated in this scenario is relatively low due to the potential challenges of taking time off work, arranging childcare, and the inconvenience of the registration process, especially with the need for various documents and a long wait time.""
}",True,45,True,"The person's willingness to get vaccinated in this scenario is relatively low due to the potential challenges of taking time off work, arranging childcare, and the inconvenience of the registration process, especially with the need for various documents and a long wait time.",True,2026-06-04T21:25:55.258520+00:00,0,default,"{""id"": ""gen-1780608353-6N7lJCGdvWMirbvtY1Gd"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P20,high,5,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","{
  ""willingness"": 45,
  ""rationale"": ""The person's willingness to get vaccinated in this scenario is relatively low due to the various barriers presented. The requirement of in-person registration, providing multiple documents, and the long waiting time may be significant deterrents, especially considering her time constraints with work and childcare responsibilities.""
}",True,45,True,"The person's willingness to get vaccinated in this scenario is relatively low due to the various barriers presented. The requirement of in-person registration, providing multiple documents, and the long waiting time may be significant deterrents, especially considering her time constraints with work and childcare responsibilities.",True,2026-06-04T21:25:57.126888+00:00,0,default,"{""id"": ""gen-1780608355-mRB7YvKAOJoo9mLKlA0c"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P21,low,1,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The person's willingness to get vaccinated is relatively high due to the convenience of the registration process, the proximity of the pharmacy, and the flexibility of appointment times, which accommodate her busy work schedule and childcare responsibilities. However, her medium trust in public health authorities might slightly reduce her willingness, hence a score of 75.""
}",True,75,True,"The person's willingness to get vaccinated is relatively high due to the convenience of the registration process, the proximity of the pharmacy, and the flexibility of appointment times, which accommodate her busy work schedule and childcare responsibilities. However, her medium trust in public health authorities might slightly reduce her willingness, hence a score of 75.",True,2026-06-04T21:26:00.075510+00:00,0,default,"{""id"": ""gen-1780608357-8rm84eGu0U8tdOwFp0pR"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P21,low,2,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The person's willingness to get vaccinated is relatively high due to the convenience of the process. The online scheduling, nearby location, flexible hours, and quick appointment time accommodate her busy work schedule and childcare responsibilities. The low barrier of entry, requiring only standard ID, also makes the process less daunting.""
}",True,75,True,"The person's willingness to get vaccinated is relatively high due to the convenience of the process. The online scheduling, nearby location, flexible hours, and quick appointment time accommodate her busy work schedule and childcare responsibilities. The low barrier of entry, requiring only standard ID, also makes the process less daunting.",True,2026-06-04T21:26:02.777275+00:00,0,default,"{""id"": ""gen-1780608360-c9dFd7KNgDSDmEgaLpvz"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P21,low,3,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The person's willingness to get vaccinated is relatively high due to the convenience of the process. The online scheduling, nearby location, flexible hours, and quick appointment time accommodate her busy work schedule and childcare responsibilities. The ease of registration and minimal documentation required might further encourage her to proceed with the vaccination.""
}",True,75,True,"The person's willingness to get vaccinated is relatively high due to the convenience of the process. The online scheduling, nearby location, flexible hours, and quick appointment time accommodate her busy work schedule and childcare responsibilities. The ease of registration and minimal documentation required might further encourage her to proceed with the vaccination.",True,2026-06-04T21:26:05.179951+00:00,0,default,"{""id"": ""gen-1780608363-QVe60mzJjiG3EjTDOqc1"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
Cohere Command R+,Cohere,OpenRouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,Cohere,P21,low,4,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","{
  ""willingness"": 75,
  ""rationale"": ""The person's willingness to get vaccinated is relatively high due to the convenience of the process. The online scheduling, nearby location, flexible hours, and quick appointment time accommodate her busy work schedule and childcare responsibilities. The simple documentation requirement and immediate confirmation also make the process straightforward.""
}",True,75,True,"The person's willingness to get vaccinated is relatively high due to the convenience of the process. The online scheduling, nearby location, flexible hours, and quick appointment time accommodate her busy work schedule and childcare responsibilities. The simple documentation requirement and immediate confirmation also make the process straightforward.",True,2026-06-04T21:26:07.148337+00:00,0,default,"{""id"": ""gen-1780608365-mtlDiVZvmvQQEtfq1aGi"", ""model"": ""cohere/command-r-plus-08-2024"", ""provider"": ""Cohere""}"
