model,profile_id,repetition,rationale_high,autonomy_infringement,procedural_legitimacy,collective_responsibility,access_barriers,coercive_backlash
Kimi K2.6,P14,2,"This scenario presents multiple structural barriers that disproportionately affect working parents with limited resources: the in-person registration requirement conflicts with part-time work and childcare responsibilities for a 3-year-old, the far clinic location adds travel burden, and the 1-2 hour wait with paper forms creates additional logistical hurdles. While medium trust in public health provides some motivation, the income verification requirement may feel intrusive, and the multi-step process with advance scheduling demands planning capacity that is difficult for someone with flexible but still constrained work hours and young child care needs.",0,0,1,1,1
Kimi K2.6,P14,3,"This person faces multiple practical barriers that reduce willingness: the far clinic location creates transportation challenges, the 1-2 hour wait is difficult with a 3-year-old child and part-time work, and the paper forms plus income/residency documentation add administrative burden. While medium trust in public health authorities provides some motivation, the scenario's structural barriers—particularly for someone with limited income, high school education, and childcare responsibilities—substantially undermine vaccination likelihood.",0,0,1,1,0
Kimi K2.6,P14,4,"This scenario presents multiple structural barriers that disproportionately burden working parents with limited resources: the in-person registration requires taking time off from part-time work (despite flexible hours, lost wages matter for a $55,000 household with a child), traveling to a distant public health center with a 3-year-old in tow, gathering and organizing paperwork, and enduring a 1-2 hour wait—all for an appointment that cannot even occur the same day. While her medium trust in public health authorities provides some baseline motivation, the cumulative logistical demands (distance, documentation, time, advance planning, childcare coordination) create substantial friction that research consistently shows reduces vaccination uptake among lower-income parents with young children.",0,0,1,1,1
Kimi K2.6,P14,5,"This scenario presents multiple structural barriers that disproportionately burden working parents with limited resources: in-person registration requires arranging childcare and taking time off from part-time work, the far clinic location adds travel burden, and the 1-2 hour wait with paper forms creates additional logistical hurdles. While her medium trust in public health provides some motivation, the combination of income verification requirements, advance scheduling, and significant time costs likely reduces willingness substantially for someone with a young child and flexible but still constrained part-time employment.",0,0,1,1,1
Kimi K2.6,P15,1,"This scenario presents significant structural barriers that would reduce willingness for this particular profile. The in-person registration with 1-2 hour wait times creates a substantial burden for a working parent with a young child, especially given part-time work with 'somewhat' flexible hours and no mention of childcare support. While medium trust in public health and easy access to a regular doctor are positive factors, the complexity of income verification, paper forms, and advance scheduling—combined with opportunity costs of lost wages and childcare logistics—create friction that research consistently shows disproportionately affects lower-income parents, particularly women.",0,0,1,1,1
Kimi K2.6,P15,2,"While this woman has enabling factors—a regular doctor, flexible part-time hours, and medium trust in public health—substantial barriers exist. The multi-step in-person registration requiring income verification and residency proof creates significant logistical burden for a working mother of a young child, and the 1-2 hour wait plus advance scheduling adds friction that research shows disproportionately reduces vaccination among lower-income parents with time constraints.",0,0,1,1,0
Kimi K2.6,P15,3,"This scenario presents substantial barriers that disproportionately affect working parents with limited time and resources. The in-person registration requiring income verification, paper forms, 1-2 hour wait, and advance scheduling creates a multi-step burden for someone with part-time work, a young child, and only medium trust in public health authorities. While she has healthcare access advantages, the procedural complexity and time costs likely outweigh her moderate baseline willingness, particularly given that flexible hours still don't eliminate the childcare and opportunity costs of this cumbersome process.",0,0,1,1,1
Kimi K2.6,P15,4,"This scenario presents substantial barriers that disproportionately affect working parents with limited time and resources. The in-person registration requiring income verification, paper forms, 1-2 hour wait, and advance scheduling creates a multi-step burden for someone with part-time work, a young child, and only medium trust in public health authorities. While she has healthcare access advantages, the procedural complexity and time costs likely outweigh her moderate baseline willingness, particularly given that flexible part-time hours still must accommodate childcare and lost wages during lengthy waits.",0,0,1,1,1
Kimi K2.6,P15,5,"This person faces significant structural barriers: in-person registration with 1-2 hour waits conflicts with part-time work and childcare responsibilities for her 3-year-old, while income verification and paper forms add complexity. Her medium trust in public health authorities and suburban location suggest she won't strongly overcome these hurdles, though having a regular doctor and flexible hours provide some mitigation. The combination of bureaucratic burden, time costs, and caregiving demands likely pushes her below average willingness despite not being vaccine-hesitant per se.",0,0,1,1,0
Kimi K2.6,P16,1,"This scenario presents multiple structural barriers that disproportionately burden this individual: in-person registration conflicts with self-employment (lost income during 1-2 hour waits), income verification requirements are burdensome for self-employed workers, lack of a regular care provider means no trusted intermediary to navigate the system, and the multi-step paper-based process with advance scheduling creates significant logistical challenges for a parent of a young child. While medium trust in public health authorities provides some baseline motivation, the high practical barriers—particularly time costs and documentation hurdles for someone without employer support or established healthcare relationships—substantially reduce willingness.",0,0,1,0,1
Kimi K2.6,P16,2,"This scenario presents multiple structural barriers that disproportionately burden self-employed individuals with inflexible administrative demands: in-person registration conflicts with her self-employed income-generating time, income verification is burdensome for the self-employed, and the 1-2 hour wait plus advance scheduling creates logistical challenges for a parent of a young child without regular childcare arrangements. While her medium trust in public health authorities provides some baseline motivation, the high procedural friction—compounded by lacking a regular doctor who might facilitate navigation—substantially erodes willingness. Research on vaccine hesitancy consistently shows that accessibility barriers and administrative burden significantly reduce uptake even among those without strong ideological opposition.",0,0,1,1,1
Kimi K2.6,P16,3,"This scenario presents multiple structural barriers that disproportionately burden this particular individual. As a self-employed person with a 3-year-old child and no regular childcare mentioned, the in-person registration with 1-2 hour waits and advance scheduling creates significant logistical challenges given her schedule flexibility is offset by childcare responsibilities. Additionally, lacking a regular doctor or clinic suggests limited engagement with the healthcare system, and the requirement to gather income verification and residency documents adds bureaucratic complexity that may feel burdensome for someone with medium trust in public health authorities, reducing motivation to persist through a multi-step process.",0,0,1,1,1
Kimi K2.6,P16,4,"The multi-barrier registration process creates significant friction for this person: she lacks a regular doctor to guide her, the in-person requirement with 1-2 hour waits conflicts with self-employment income loss and childcare needs for her 3-year-old, and gathering income verification and residency proof adds administrative burden. Her medium trust in public health authorities provides some motivation, but the logistical complexity—compounded by no clinic relationship for assistance—substantially reduces willingness despite her schedule flexibility.",0,0,1,1,0
Kimi K2.6,P16,5,"This scenario presents multiple structural barriers that disproportionately burden self-employed individuals with inflexible income documentation, parents of young children who face childcare challenges during long waits, and those without regular healthcare providers who may lack navigation support. While her medium trust in public health authorities provides some baseline motivation, the combination of in-person registration requiring income verification (difficult for self-employed workers), 1-2 hour waits with a toddler, and advance scheduling conflicts with the flexibility that likely attracted her to self-employment. The suburban location may also mean significant travel time to a designated public health center, further reducing feasibility.",0,0,1,1,1
Kimi K2.6,P17,1,"This scenario presents multiple barriers that disproportionately affect this profile: the in-person registration with 1-2 hour wait conflicts with self-employment income loss and childcare needs for her 3-year-old; the distant clinic location, income verification requirements, and paper forms create logistical burdens for someone with high school education and moderate income; and medium trust in public health authorities provides insufficient motivation to overcome these structural obstacles.",0,0,1,1,1
Kimi K2.6,P17,2,"This person faces multiple structural barriers that reduce willingness: the far distance to her regular doctor already suggests transportation challenges, and now she must travel to a separate public health center with 1-2 hour waits. As a self-employed mother of a young child, the in-person registration with extensive paperwork, income verification requirements, and advance scheduling creates significant logistical and childcare coordination burdens that compound her medium trust in authorities.",0,0,1,1,0
Kimi K2.6,P17,3,"This scenario presents multiple barriers that disproportionately affect this profile: the in-person registration at a distant location creates logistical challenges for a self-employed parent with a young child, the income verification requirement adds bureaucratic burden for someone with potentially irregular documentation, and the 1-2 hour wait plus advance scheduling conflicts with the flexibility that likely motivated her self-employment. While medium trust in public health provides some baseline motivation, the structural friction points—distance, childcare needs, paperwork, and time constraints—substantially reduce willingness for someone with limited time and resources.",0,0,1,1,1
Kimi K2.6,P17,4,"This scenario presents multiple structural barriers that disproportionately burden working parents with limited income and education: in-person registration requiring 1-2 hours of waiting conflicts with self-employment income loss and childcare needs, while documentation requirements and advance scheduling add complexity. Medium trust in public health authorities provides some motivation, but the distant clinic, paper forms, and income verification create friction that research consistently shows reduces vaccination uptake among lower-income and time-constrained populations.",0,0,1,1,1
Kimi K2.6,P17,5,"This scenario presents multiple structural barriers that disproportionately burden working parents with limited time and resources: the in-person registration at a distant location conflicts with childcare responsibilities and self-employment income loss, the 1-2 hour wait is costly for someone controlling her own schedule, and the documentation requirements add administrative complexity. While her medium trust in public health and regular doctor relationship suggest some baseline vaccine acceptance, the procedural friction—particularly advance scheduling without guaranteed appointment timing—creates substantial practical obstacles that research consistently shows reduce vaccination uptake among lower-income parents with young children.",0,0,1,1,1
Kimi K2.6,P18,1,"While this woman has enabling factors like flexible self-employment, a regular doctor, and medium trust in public health authorities, the registration scenario presents substantial barriers that disproportionately affect her profile. The in-person requirement with income verification and proof of residency creates bureaucratic burden for a working parent with limited income, and the 1-2 hour wait with paper forms demands significant time investment that conflicts with childcare responsibilities. The one-week advance scheduling further reduces convenience, and her high school education may mean less familiarity with navigating complex administrative health systems, collectively pushing her willingness below the midpoint despite not being strongly opposed to vaccination itself.",0,0,1,1,1
Kimi K2.6,P18,2,"While this person has some enabling factors—flexible self-employed schedule, regular doctor access, and moderate trust in public health—the registration scenario presents substantial barriers. The combination of in-person requirements, paperwork, income verification, long wait times, and advance scheduling creates friction that disproportionately affects working parents with limited time resources, likely reducing willingness despite not eliminating it entirely.",0,0,1,1,1
Kimi K2.6,P18,3,"While this woman has enabling factors—flexible self-employed schedule, easy access to a regular doctor, and moderate trust in public health—the registration scenario presents substantial barriers. The combination of in-person requirements, income verification paperwork, multi-hour wait times, and advance scheduling creates significant logistical burdens for a working parent of a young child. Her suburban location and $55,000 income suggest she may have alternative vaccination options (pharmacies, private providers) with easier processes, making this burdensome public health route comparatively unattractive despite her baseline openness to vaccination.",0,0,1,1,1
Kimi K2.6,P18,4,"While she has a regular doctor and medium trust in public health authorities, the burdensome registration process creates significant friction for a self-employed parent with a young child. The 1-2 hour wait, paper forms, income verification requirements, and advance scheduling demands substantial time and documentation effort that likely discourages completion despite her moderate baseline openness to vaccination.",0,0,1,0,0
Kimi K2.6,P18,5,"While she has medium trust in public health authorities and easy access to a regular doctor, the burdensome in-person registration process creates significant barriers for a self-employed mother with a young child. The 1-2 hour wait, paper forms, income verification requirements, and advance scheduling demand substantial time and logistical coordination that competes with childcare and income-generating work. Her suburban location and moderate income suggest she has some flexibility but limited margin to absorb these procedural burdens, making her willingness moderate-to-low despite not being fundamentally opposed to vaccination.",0,0,1,1,0
Kimi K2.6,P19,1,"This scenario creates substantial barriers for this woman: in-person registration during work hours conflicts with her inflexible job, the 1-2 hour wait is difficult with a 3-year-old child, and gathering income verification and residency documents is burdensome without a regular healthcare provider to guide her. While her suburban location, moderate income, and medium trust in public health suggest some baseline openness to vaccination, the multi-step, time-intensive process with no flexibility for working parents significantly undermines her willingness to follow through.",0,0,1,1,0
Kimi K2.6,P19,2,"This scenario creates substantial practical barriers for this woman: in-person registration with 1-2 hour waits conflicts with her inflexible full-time job and childcare responsibilities for her 3-year-old, while the paperwork requirements and lack of a regular healthcare provider add complexity. Her medium trust in public health authorities provides some baseline motivation, but the structural barriers—no time off, no childcare support during registration, and multi-step process with advance scheduling—significantly undermine willingness despite her moderate income suggesting some resources.",0,0,1,1,0
Kimi K2.6,P19,3,"The burdensome registration process creates substantial barriers for this working mother: in-person registration with 1-2 hour waits conflicts with inflexible work hours and childcare responsibilities, while income verification and paper forms add complexity for someone without a regular healthcare provider. Though suburban location and moderate income provide some resources, her medium trust in public health authorities provides insufficient motivation to overcome these logistical hurdles.",0,0,1,1,0
Kimi K2.6,P19,4,"This scenario creates substantial structural barriers for this woman: in-person registration during work hours conflicts with her inflexible full-time job, the 1-2 hour wait is difficult with a 3-year-old child, and gathering income verification and residency documents is burdensome without a regular healthcare provider to guide her. Her medium trust in public health authorities provides insufficient motivation to overcome these logistical hurdles, and her suburban location likely means travel to a public health center adds additional time costs. While her household income is moderate, the combination of childcare needs, work inflexibility, and multi-step bureaucratic requirements strongly disincentivizes completion of this registration process.",0,0,1,1,0
Kimi K2.6,P19,5,"This scenario creates substantial barriers for this woman: in-person registration conflicts with inflexible full-time work, income verification and residency proof add bureaucratic burden for someone without a regular healthcare provider, paper forms and 1-2 hour waits are difficult with a 3-year-old child, and advance scheduling complicates childcare arrangements. While medium trust in public health and suburban location provide some baseline willingness, the cumulative practical obstacles—especially time constraints from work and childcare without easy time off—strongly undermine vaccination likelihood.",0,0,1,1,0
Kimi K2.6,P20,1,"This scenario creates substantial structural barriers that disproportionately affect working parents with limited flexibility: in-person registration during work hours, extensive paperwork, long wait times, and advance scheduling all compound with her difficult job leave policies, childcare needs for her 3-year-old, and distant clinic. While her medium trust in public health and middle-income status provide some baseline motivation, the high time costs and logistical complexity—especially without digital or streamlined options—strongly reduce willingness. Research on vaccine access consistently shows that such procedural friction significantly depresses uptake among employed parents regardless of underlying vaccine attitudes.",0,0,1,1,0
Kimi K2.6,P20,2,"This scenario creates substantial structural barriers that disproportionately affect working parents with limited flexibility: in-person registration during work hours without easy time off, childcare challenges with a 3-year-old, a far clinic, burdensome paperwork, and long waits—all for an appointment still a week away. Her medium trust in public health authorities provides insufficient motivation to overcome these high practical costs. Research on vaccine hesitancy consistently shows that convenience and access barriers significantly reduce uptake even among those without strong ideological opposition.",0,0,1,1,0
Kimi K2.6,P20,3,"This scenario creates substantial structural barriers that disproportionately burden this person: in-person registration with 1-2 hour waits conflicts with inflexible full-time work and childcare responsibilities for a 3-year-old, while the far clinic location and paper forms add further logistical complexity. Medium trust in public health authorities provides insufficient motivation to overcome these high practical costs, and income verification requirements may feel intrusive or stigmatizing despite her household income being above average.",0,0,1,1,0
Kimi K2.6,P20,4,"This scenario creates substantial structural barriers that disproportionately affect working parents with limited flexibility: in-person registration during work hours, extensive paperwork, long wait times, and advance scheduling all compound with her difficult job leave policies and childcare responsibilities. Her medium trust in public health authorities provides insufficient motivation to overcome these high transaction costs, especially given the added burden of traveling to a distant clinic for a separate appointment. The income verification requirement may also feel intrusive or stigmatizing for someone near median income, further reducing willingness.",0,0,1,1,0
Kimi K2.6,P20,5,"This scenario creates substantial structural barriers that disproportionately affect working parents with limited flexibility: in-person registration during work hours without easy time off, childcare challenges with a 3-year-old, a far clinic, burdensome paperwork, and long waits—all for an appointment still a week away. Her medium trust in public health authorities provides insufficient motivation to overcome these high practical costs. Research on vaccine hesitancy consistently shows that convenience and access barriers significantly reduce uptake even among those without strong ideological opposition.",0,0,1,1,0
Kimi K2.6,P21,1,"This scenario creates substantial barriers for this woman: the in-person registration with 1-2 hour waits conflicts with her inflexible full-time job and childcare responsibilities for her 3-year-old, while the paperwork requirements and advance scheduling add friction. Her medium trust in public health authorities provides some motivation, but her suburban location, limited time off, and need to coordinate childcare make the logistical burden high relative to her likely perceived benefit. Her regular doctor access suggests she values healthcare, yet the scenario bypasses that trusted channel for a cumbersome public health process.",0,0,1,1,0
Kimi K2.6,P21,2,"This scenario presents multiple structural barriers that disproportionately burden working parents: the in-person registration with 1-2 hour waits conflicts with inflexible full-time work and childcare responsibilities for a 3-year-old, while the advance scheduling and paperwork requirements add logistical complexity. Despite having a regular doctor and moderate trust in public health, the scenario's design—requiring income verification and residency proof at a public health center rather than leveraging her existing healthcare relationship—creates friction that research shows reduces vaccination uptake among employed adults with caregiving duties.",0,0,1,1,1
Kimi K2.6,P21,3,"This scenario creates substantial practical barriers for a working parent with limited time off: the in-person registration requiring 1-2 hours of waiting, income verification paperwork, and advance scheduling all compound with her inflexible work schedule and childcare responsibilities. While her medium trust in public health and access to a regular doctor suggest some baseline openness to vaccination, the burdensome registration process—resembling administrative hurdles associated with lower vaccination uptake in research—likely pushes her willingness below the midpoint. Her suburban location may also mean travel time adds to the burden, making this scenario particularly discouraging despite her moderate socioeconomic resources.",0,0,1,1,0
Kimi K2.6,P21,4,"This scenario creates substantial practical barriers that disproportionately affect this profile: the in-person registration with 1-2 hour waits conflicts with inflexible full-time work and childcare responsibilities for a 3-year-old, while income verification adds bureaucratic burden for someone with established healthcare access. Medium trust in public health authorities provides insufficient motivation to overcome these high transaction costs, especially when she already has easy access to a regular doctor who could presumably offer vaccination through a more convenient channel.",0,0,1,1,0
Kimi K2.6,P21,5,"This scenario creates substantial barriers for this working mother: in-person registration during weekday hours conflicts with inflexible full-time work, the 1-2 hour wait adds to time burden with childcare needs, and income verification may feel intrusive for someone with medium trust in public health authorities. While she has healthcare access advantages (regular doctor, suburban location), the bureaucratic friction and opportunity costs likely outweigh her baseline openness to vaccination.",0,0,1,1,0
Kimi K2.6,P22,1,"This scenario presents multiple structural barriers that disproportionately burden working parents: the in-person registration with 1-2 hour waits conflicts with part-time work and childcare responsibilities for a 3-year-old, while the paperwork requirements and advance scheduling create additional logistical hurdles for someone without a regular healthcare provider to guide them. Though medium trust in public health and suburban location provide some baseline motivation, the absence of a regular doctor means no personal encouragement, and the flexible-but-part-time work arrangement likely means lost wages during registration. Research on vaccine hesitancy consistently shows that procedural friction—especially time costs, documentation burdens, and childcare constraints—significantly reduces follow-through even among those not opposed to vaccination.",0,0,1,1,1
Kimi K2.6,P22,2,"This person's medium trust in public health authorities provides some motivation, but the high barriers significantly reduce willingness. The in-person registration with 1-2 hour waits, paper forms, income verification requirements, and advance scheduling create substantial logistical challenges for a part-time working mother with a young child and no regular healthcare provider relationship. Her flexible hours help somewhat, but the overall burden likely pushes her below the midpoint of willingness.",0,0,1,1,0
Kimi K2.6,P22,3,"The multi-barrier registration process significantly reduces willingness: in-person requirements conflict with part-time work and childcare responsibilities for a 3-year-old, the 1-2 hour wait without childcare support is impractical, and income verification adds stigma and paperwork burden for someone without a regular healthcare provider. Medium trust in public health authorities provides some baseline motivation, but the structural barriers—lack of flexible scheduling, advance planning requirements, and no digital/paperless options—disproportionately burden a working parent with limited time and no established healthcare relationships.",0,0,1,1,0
Kimi K2.6,P22,4,"The multiple barriers in this registration scenario—requiring in-person visits, income verification, proof of residency, paper forms, long wait times, and advance scheduling—create significant friction for a working parent with a young child and no regular healthcare provider. While her medium trust in public health and moderate income provide some baseline motivation, the logistical demands (time away from work, arranging childcare, gathering documents, returning for the actual appointment) substantially reduce willingness, particularly for someone with only a high school education who may find bureaucratic processes more burdensome.",0,0,1,1,0
Kimi K2.6,P22,5,"This scenario presents substantial barriers that would significantly reduce willingness despite moderate baseline trust in public health. The in-person registration requiring income verification and residency proof creates documentation burdens for someone without a regular doctor who may not have easy access to organized paperwork. The 1-2 hour wait combined with part-time work and childcare responsibilities for a 3-year-old creates serious logistical challenges, and the multi-step paper-based process with advance scheduling adds friction that research shows disproportionately discourages completion among those with lower educational attainment and competing time demands.",0,0,1,1,1
Kimi K2.6,P23,1,"This scenario presents multiple barriers that disproportionately affect working parents with limited time: in-person registration requiring 1-2 hours of waiting, paper forms, advance scheduling, and documentation requirements all create friction for someone with a young child and part-time work. While her medium trust in public health and middle-income status provide some motivation, the distant clinic, childcare logistics, and bureaucratic burden significantly reduce willingness. The combination of logistical hurdles without any compensating convenience factors (no online registration, no walk-in availability, no childcare support) makes completion unlikely for this time-constrained suburban mother.",0,0,1,1,1
Kimi K2.6,P23,2,"This scenario presents multiple structural barriers that disproportionately burden working parents: the in-person registration requirement conflicts with part-time work and childcare responsibilities for a 3-year-old, the 1-2 hour wait is costly for someone with flexible but limited hours, and the distant clinic location compounds transportation challenges. While medium trust in public health authorities provides some motivation, the paperwork burden, advance planning requirement, and income verification create friction that research consistently shows reduces vaccination uptake among lower-education, time-constrained populations. Her suburban location and moderate income do not offset these barriers enough to maintain high willingness.",0,0,1,1,1
Kimi K2.6,P23,3,"This scenario presents multiple structural barriers that disproportionately burden working parents: the in-person registration requirement conflicts with part-time work and childcare responsibilities for a 3-year-old, the 1-2 hour wait is difficult without childcare support, and the distant clinic plus advance scheduling add logistical complexity. While medium trust in public health and $100,000 income provide some resources, the high school education level and paper-based bureaucracy may create additional friction, and the income verification requirement introduces potential stigma or privacy concerns. The combination of time costs, distance, documentation burdens, and childcare constraints likely suppresses willingness despite not being fundamentally opposed to vaccination.",1,0,1,1,1
Kimi K2.6,P23,4,"This scenario presents multiple structural barriers that disproportionately burden working parents: the in-person registration requirement conflicts with part-time work and childcare responsibilities for a 3-year-old, the far clinic location adds travel burden, and the 1-2 hour wait with paper forms creates additional logistical hurdles. While medium trust in public health and $100,000 income provide some resources, the lack of college education correlates with lower health literacy for navigating bureaucratic systems, and flexible part-time hours may still be insufficient to accommodate this multi-step, time-intensive process. The combination of childcare needs, distance, paperwork, and advance scheduling requirements likely pushes this individual toward vaccination reluctance despite not being fundamentally opposed.",0,0,1,1,1
Kimi K2.6,P23,5,"This scenario presents multiple structural barriers that disproportionately burden working parents: the in-person registration requirement conflicts with part-time work and childcare responsibilities for a 3-year-old, the 1-2 hour wait is costly for someone with flexible but limited hours, and the distant clinic location adds travel burden. While medium trust in public health and middle-income status provide some motivation, the paperwork requirements, advance scheduling, and lack of convenient access create significant friction that research consistently shows reduces vaccination uptake among busy parents with logistical constraints.",0,0,1,1,1
Kimi K2.6,P24,1,"While this person has moderate resources—flexible part-time work, regular healthcare access, and middle-class income—the burdensome registration process creates significant obstacles. The multi-step in-person requirement with income verification, long wait times, and advance scheduling particularly strain parents of young children who face childcare logistics and unpredictable schedules. Her medium trust in public health authorities provides insufficient motivation to overcome these considerable procedural barriers, which research shows disproportionately reduce vaccination uptake among populations with caregiving responsibilities despite otherwise favorable socioeconomic indicators.",0,0,1,1,0
Kimi K2.6,P24,2,"While this woman has moderate resources (regular doctor, flexible part-time work, decent income) and medium trust in public health authorities, the registration scenario presents substantial barriers: in-person registration with 1-2 hour waits, multiple paper forms, income verification requirements, and advance scheduling create significant logistical challenges for a parent of a young child. The friction costs of this bureaucratic process likely outweigh her moderate baseline motivation, particularly given that her high school education and part-time work status may make navigating complex paperwork more burdensome.",0,0,1,0,1
Kimi K2.6,P24,3,"This person faces significant structural barriers despite having moderate baseline trust in public health. The in-person registration with 1-2 hour waits, paper forms, income verification requirements, and advance scheduling create substantial logistical challenges for a working parent with a young child, even with somewhat flexible hours. Research on vaccine hesitancy consistently shows that administrative burden and opportunity costs disproportionately reduce uptake among employed parents, particularly those without college degrees who may face greater time poverty and paperwork navigation difficulties.",0,0,1,1,0
Kimi K2.6,P24,4,"This person faces significant logistical barriers that reduce her willingness despite having some facilitators (regular doctor, flexible part-time work, moderate trust in authorities). The combination of in-person registration requiring income verification, lengthy paper forms, 1-2 hour waits, and advance scheduling creates substantial burden for a working parent of a young child, even with somewhat flexible hours. Her medium trust in public health authorities is insufficient to overcome these procedural friction costs, particularly given that her demographic profile (suburban, moderate income, high school education) does not indicate strong institutional alignment or privilege that would buffer against bureaucratic hurdles.",0,0,1,1,0
Kimi K2.6,P24,5,"While this woman has moderate resources (flexible part-time work, regular doctor, middle income) and medium trust in public health authorities, the registration scenario presents substantial barriers: in-person requirements conflict with caring for a 3-year-old, income verification and residency proof add bureaucratic burden, lengthy paper forms and 1-2 hour waits are burdensome, and the multi-step process requiring advance scheduling creates friction. Research on vaccine hesitancy shows that logistical barriers disproportionately affect working parents and those with caregiving responsibilities, often outweighing moderate trust in authorities.",0,0,1,1,1
Kimi K2.6,P25,1,"While her suburban location, moderate income, and medium trust in public health provide some baseline motivation, the scenario presents multiple structural barriers that disproportionately burden self-employed individuals: in-person registration consumes billable hours, income verification is burdensome for the self-employed, lack of a regular medical home means no care coordination support, and the multi-step paper-based process with long waits creates significant friction for a parent of a young child with schedule control that is flexible but not costless. The 1-2 hour wait plus advance scheduling requirement likely tips her toward reluctance given opportunity costs and childcare logistics.",0,0,1,1,1
Kimi K2.6,P25,2,"While her self-employed status with schedule flexibility and medium trust in public health authorities are facilitators, the multi-barrier registration process creates significant obstacles: she lacks a regular doctor to guide her, the 1-2 hour in-person wait with a 3-year-old child is logistically challenging, and the paperwork requirements (income verification, residency proof, multiple forms) impose substantial burden on someone without established healthcare connections. The combination of procedural complexity, childcare constraints, and no advance appointment availability likely pushes her willingness below the midpoint despite generally favorable socioeconomic factors.",0,0,1,1,0
Kimi K2.6,P25,3,"While her suburban location, moderate income, and medium trust in public health provide some baseline motivation, the scenario presents multiple structural barriers that disproportionately burden self-employed individuals: in-person registration consumes billable hours, income verification is burdensome for the self-employed, lack of a regular care relationship means no navigation assistance, and the multi-step process with 1-2 hour waits is particularly costly for someone controlling her own schedule who loses direct income during that time. The combination of administrative complexity, time costs, and no established healthcare connection likely pushes her below the indifference point despite not being strongly opposed to vaccination itself.",0,0,1,0,1
Kimi K2.6,P25,4,"While her self-employed status with schedule flexibility and medium trust in public health authorities provide some motivation, the significant barriers—including lack of a regular healthcare provider for guidance, the burdensome in-person registration with income verification and residency proof, lengthy paper forms, 1-2 hour wait times, and advance scheduling—create substantial friction for a busy parent of a young child. Her suburban location and $100,000 income suggest she has alternatives or may perceive the hassle as disproportionate to the benefit, particularly given her high school education level which research shows correlates with lower vaccination uptake when barriers are high.",0,0,1,0,0
Kimi K2.6,P25,5,"While her self-employed status offers schedule flexibility, multiple structural barriers significantly reduce willingness: the 1-2 hour in-person wait is burdensome for a parent of a young child, lack of a regular care provider suggests limited experience navigating health bureaucracy, and the paper-based, multi-step process with documentation requirements creates friction that disproportionately affects those without established healthcare relationships. Medium trust in public health authorities provides some motivation, but the high hassle costs likely outweigh this for someone with competing demands on her time.",0,0,1,0,0
Kimi K2.6,P26,1,"While her self-employed status offers schedule flexibility, the multi-barrier registration process—far travel, income/ residency documentation, lengthy paper forms, 1-2 hour waits, and advance scheduling—creates substantial friction for a busy parent of a young child. Her medium trust in public health authorities provides insufficient motivation to overcome these logistical burdens, and her high school education may correlate with less familiarity navigating bureaucratic health systems.",0,0,1,0,0
Kimi K2.6,P26,2,"This person faces multiple structural barriers that reduce willingness despite moderate baseline trust in public health. The in-person registration with 1-2 hour waits conflicts with her self-employed income generation and childcare responsibilities for a 3-year-old, while the distant clinic, paper forms, and documentation requirements create additional logistical burdens that research shows disproportionately deter working parents with limited time flexibility.",0,0,1,1,0
Kimi K2.6,P26,3,"While her self-employed status offers schedule flexibility and her moderate trust in public health provides some motivation, the scenario presents multiple barriers that disproportionately affect her: the distant clinic location creates logistical challenges with a young child, the 1-2 hour wait is burdensome for a parent of a toddler, and the multi-step paper-based process with income verification adds administrative friction. Her suburban, middle-income profile suggests she has some resources but may also have alternative healthcare options, making this high-effort pathway less appealing despite not being vaccine-hesitant per se.",0,0,1,0,1
Kimi K2.6,P26,4,"This scenario presents multiple friction points that disproportionately burden a self-employed person with a young child: in-person registration with 1-2 hour waits creates childcare and lost income concerns, while the distant clinic location, paper forms, and documentation requirements add logistical complexity. Though her medium trust in public health and $100,000 income provide some buffer, the structural barriers—particularly scheduling constraints for someone who controls her own schedule but cannot easily absorb multi-step processes—substantially reduce willingness compared to a streamlined system.",0,0,1,1,1
Kimi K2.6,P26,5,"This person faces multiple structural barriers that reduce willingness despite moderate baseline trust in public health. The in-person registration with 1-2 hour waits creates significant friction for a self-employed parent of a young child, even with schedule flexibility. The far clinic location, paper forms, income verification requirements, and advance scheduling compound into a burdensome process that research shows disproportionately deters working parents with caregiving responsibilities, particularly those without college degrees who may find bureaucratic navigation more taxing.",0,0,1,1,0
Kimi K2.6,P27,1,"While this person has structural advantages—flexible self-employed schedule, easy access to a regular doctor, and moderate trust in public health authorities—the registration scenario imposes substantial friction costs. The 1-2 hour in-person wait, paper forms, income verification requirements, and advance scheduling create significant barriers for a working parent of a young child, likely eroding her willingness despite her baseline capacity to navigate healthcare systems.",0,0,1,1,0
Kimi K2.6,P27,2,"While this woman has practical healthcare access and moderate trust in authorities, the scenario creates significant friction: her self-employed status means 1-2 hours of lost income, the paperwork burden is high, and the advance scheduling conflicts with flexible scheduling needs as a parent of a young child. The income verification requirement may also feel intrusive for someone with moderate institutional trust, pushing her willingness below the midpoint despite baseline vaccine openness.",0,0,0,0,0
Kimi K2.6,P27,3,"While this woman has practical healthcare access and moderate institutional trust, the scenario imposes substantial friction costs that disproportionately burden self-employed individuals despite schedule flexibility. The combination of in-person registration, income verification, paper forms, and multi-hour waits creates significant hassle factors that research shows reduce vaccination uptake, particularly among those with caregiving responsibilities and without strong trust in public health authorities to justify the effort.",0,0,1,0,0
